分类,类型,层级,标题,文号,发布单位,发布日期,状态,来源,官方链接,正文
工程建设管理,政府规章,市级,上海市建设工程文明施工管理规定,,上海市人民政府,,有效,市政府规章库,https://www.shanghai.gov.cn/xxzfgzwj/20210608/9733fb9f85b84a9ebc1ceaf47ec2436a.html,docs/工程建设管理/上海市建设工程文明施工管理规定.md
工程建设管理,政府规章,市级,上海市民防工程建设和使用管理办法,,上海市人民政府,,有效,市政府规章库,https://www.shanghai.gov.cn/xxzfgzwj/20210608/f72888cca362407194a23a0c15357bdf.html,docs/工程建设管理/上海市民防工程建设和使用管理办法.md
工程建设管理,政府规章,市级,上海市建设工程抗震设防管理办法,,上海市人民政府,,有效,市政府规章库,https://www.shanghai.gov.cn/xxzfgzwj/20210608/58574eaf8c0d460f910c12c505e39a25.html,docs/工程建设管理/上海市建设工程抗震设防管理办法.md
工程建设管理,政府规章,市级,上海市建设工程招标投标管理办法,,上海市人民政府,,有效,市政府规章库,https://www.shanghai.gov.cn/xxzfgzwj/20210608/f5a3b088e15349008564c76b7ca1bb99.html,docs/工程建设管理/上海市建设工程招标投标管理办法.md
工程建设管理,政府规章,市级,上海市建设工程检测管理办法,,上海市人民政府,,有效,市政府规章库,https://www.shanghai.gov.cn/xxzfgzwj/20210608/5cff8f0505464da38023a5445924a8f5.html,docs/工程建设管理/上海市建设工程检测管理办法.md
工程建设管理,政府规章,市级,上海市建设工程监理管理办法,,上海市人民政府,,有效,市政府规章库,https://www.shanghai.gov.cn/xxzfgzwj/20210608/642dcd46b5b54ee39ad73a699afcc0a6.html,docs/工程建设管理/上海市建设工程监理管理办法.md
工程建设管理,政府规章,市级,上海市建设工程施工安全监督管理办法,,上海市人民政府,,有效,市政府规章库,https://www.shanghai.gov.cn/xxzfgzwj/20210608/eac05daa7f334112b90a2e3269c7e517.html,docs/工程建设管理/上海市建设工程施工安全监督管理办法.md
工程建设管理,规划与计划,区级,虹口区绿色低碳产业发展“十五五”规划,,上海市虹口区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0076::44ddac9c-fd00-4b4a-8414-cbd0a79525af,
工程建设管理,通知公告,区级,关于开展2026年度第二批服务业发展引导资金项目申报工作的通知,,上海市金山区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0081::00818886,
工程建设管理,通知公告,区级,关于组织开展普陀区2026年度第二批市服务业发展引导资金项目申报工作的通知,,上海市普陀区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0075::0075204036,
工程建设管理,通知公告,区级,关于开展2026年度第二批上海市服务业发展引导资金项目申报工作的通知,,上海市长宁区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0074::007481718,
工程建设管理,规划与计划,区级,上海市普陀区国民经济和社会发展第十五个五年规划纲要,,上海市普陀区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0075::0075202385,
工程建设管理,规划与计划,区级,浦东新区国民经济和社会发展第十五个五年规划纲要,,上海市浦东新区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0070::0070352863,
工程建设管理,规划与计划,区级,虹口区国民经济和社会发展 第十五个五年规划纲要,,上海市虹口区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0076::2a1eeb0a-96d7-428d-b660-84588cd03cac,
工程建设管理,规划与计划,区级,《上海市长宁区国民经济和社会发展第十五个五年规划纲要》,,上海市长宁区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0074::007480816,
工程建设管理,规划与计划,区级,上海市宝山区国民经济和社会发展第十五个五年规划纲要,,上海市宝山区发展和改革委员会,,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0078::0d3ae99d-b6d5-466e-97ae-e882c2d83e46,
工程建设管理,实施意见,区级,上海市徐汇区人民政府办公室关于转发区商务委制订的《徐汇区关于进一步推进早餐工程建设的实施意见》的通知,,上海市徐汇区人民政府办公室,,失效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0073::0073284633,
消防与人防,规划与计划,区级,上海市普陀区安全生产委员会关于印发《上海市普陀区消防事业发展 “十五五”规划》的通知,普安委〔2026〕7号,上海市普陀区应急管理局,2026-08-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0075::0075206183,
消防与人防,通知公告,市级,上海市消防救援局关于延长《上海市消防救援总队关于本市公众聚集场所投入使用营业前消防安全分类分级检查实行告知承诺管理的通知》有效期的通知,沪消规〔2026〕2号,上海市消防救援总队,2026-06-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::6fd7c7c8cf7c4e08afa583fd353558bb,
消防与人防,规定,市级,关于印发《上海市人民防空工程档案管理规定》的通知,沪国动规〔2026〕2号,上海市国防动员办公室,2026-06-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::ad371e463ee241f48278e5a0a72daf47,docs/消防与人防/关于印发《上海市人民防空工程档案管理规定》的通知.md
消防与人防,通知公告,市级,上海市消防救援局关于印发《上海市消防安全领域依法不予行政处罚清单》的通知,沪消规〔2026〕1号,上海市消防救援总队,2026-01-13,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::69e8189c389d492c92d9fccdf985c9a5,
消防与人防,实施意见,市级,上海市消防救援总队关于印发《进一步提升消防技术服务机构监管质效的若干措施》的通知,沪消〔2026〕43号,上海市消防救援总队,2026-04-02,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::0803449f2c3146ff8be41aa942786388,
消防与人防,实施意见,区级,关于印发《2026年虹口区为老旧小区内既有的40个电动自行车集中充电（停放）场所加装消防设施的消防为民办实事项目实施方案》的通知,虹应急〔2026〕2号,上海市虹口区应急管理局,2026-02-26,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0076::6b31f6975fb1430d9a76fb435f8aed34,
消防与人防,规定,区级,黄浦区人民政府办公室关于印发《黄浦区地下空间安全使用监督检查管理规定》的通知,黄府办发〔2025〕7号,上海市黄浦区人民政府办公室,2025-12-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0071::9da8ed78-9de8-436a-b7b2-1c477a03df8b,docs/消防与人防/黄浦区人民政府办公室关于印发《黄浦区地下空间安全使用监督检查管理规定》的通知.md
消防与人防,办法,市级,关于印发《上海市人民防空工程防护设备检验检测管理办法》的通知,沪国动规〔2025〕5号,上海市国防动员办公室,2025-12-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::2ece4cf42c6d44a9942cbe9cdff5a295,docs/消防与人防/关于印发《上海市人民防空工程防护设备检验检测管理办法》的通知.md
消防与人防,办法,区级,关于印发《上海市普陀区应急避难场所管理办法（试行）》的通知,普应急〔2025〕26号,上海市普陀区应急管理局,2025-12-31,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0075::0075201017,docs/消防与人防/关于印发《上海市普陀区应急避难场所管理办法（试行）》的通知.md
消防与人防,通知公告,市级,关于印发《关于做好本市政府专职消防员落户等工作的意见》的通知,沪发改规范〔2025〕14号,上海市发展和改革委员会,2025-12-22,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0025::c453d65db9e74dd5894f55ad38f99bd5,
消防与人防,规定,市级,上海市消防救援局关于印发《上海市消防安全领域行政处罚裁量权基准适用规定》的通知,沪消规〔2025〕3号,上海市消防救援总队,2025-12-10,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::9820f152185b44688230e649fa0337db,docs/消防与人防/上海市消防救援局关于印发《上海市消防安全领域行政处罚裁量权基准适用规定》的通知.md
消防与人防,办法,市级,关于印发《上海市人民防空领域行政处罚裁量基准实施办法（2025版）》的通知,沪国动规〔2025〕3号,上海市国防动员办公室,2025-12-05,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::e4bb3d835cca4fe0867e34f824fd185b,docs/消防与人防/关于印发《上海市人民防空领域行政处罚裁量基准实施办法（2025版）》的通知.md
消防与人防,通知公告,街镇级,关于印发《江桥镇地下空间突发事件应急预案》的通知,嘉江府发〔2025〕7号,上海市嘉定区江桥镇人民政府,2025-11-05,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0080::5_192806,
消防与人防,办法,市级,关于印发《上海市人民防空防护设备管理实施办法》的通知,沪国动规〔2025〕2号,上海市国防动员办公室,2025-10-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::440927b062ec48fd842de526e6fc53d1,docs/消防与人防/关于印发《上海市人民防空防护设备管理实施办法》的通知.md
消防与人防,通知公告,区级,上海嘉定工业区管理委员会关于印发《嘉定工业区地下空间突发事件应急预案》的通知,嘉工管委发〔2025〕9号,上海市嘉定区嘉定工业区管委会,2025-10-12,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0080::5_192128,
消防与人防,通知公告,市级,关于进一步加强本市养老服务机构消防安全工作的通知,沪民养老发〔2025〕11号,上海市民政局,2025-08-14,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0034::c32e0b4460ef495b9fa0985b19fa5ba7,
消防与人防,通知公告,市级,上海市消防救援局关于推进消防设施物联网系统联网工作的通知,沪消规〔2025〕2号,上海市消防救援总队,2025-08-05,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::706028affc704917b62dd8ee1677adab,
消防与人防,通知公告,市级,关于印发《上海市人民防空领域轻微违法行为依法不予行政处罚清单》的通知,沪国动规〔2025〕1号,上海市国防动员办公室,2025-07-30,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::6f2651e58ab649bf85e5d861425e4e9b,
消防与人防,通知公告,区级,上海市嘉定区人民政府办公室关于转发《上海市嘉定区突发事件人员转移安置和应急避难场所启用预案》的通知,嘉府办发〔2025〕10号,上海市嘉定区人民政府办公室,2025-07-10,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0080::5_189784,
消防与人防,办法,区级,关于印发《虹口区安全生产和消防安全隐患举报奖励实施办法（试行）》的通知,虹应急规〔2025〕1号,上海市虹口区应急管理局,2025-05-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0076::0ebaf50f-9fd0-468d-9588-a282ec69cedf,docs/消防与人防/关于印发《虹口区安全生产和消防安全隐患举报奖励实施办法（试行）》的通知.md
消防与人防,通知公告,区级,关于印发《虹口区地震应急预案》《虹口区突发事件人员转移安置和应急避难场所启用预案》的通知,虹应急〔2025〕2号,上海市虹口区应急管理局,2025-01-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0076::1a78891a-023c-4fa9-9b25-a73b73d3187f,
消防与人防,通知公告,市级,上海市消防救援局关于修改《上海市消防安全重点单位界定标准》的通知,沪消规〔2025〕1号,上海市消防救援总队,2025-01-09,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::5533b3979de047db99120ad9115f29d5,
消防与人防,实施意见,区级,上海市青浦区人民政府办公室关于印发《关于进一步加强本区公共消防安全工作的实施方案》的通知,青府办发〔2024〕29号,上海市青浦区人民政府办公室,2024-12-23,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0083::00831273433,
消防与人防,通知公告,区级,关于印发《上海市崇明区地下空间突发事件应急预案》的通知,沪崇建管〔2024〕77号,上海市崇明区建设和管理委员会,2024-11-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0085::test_b304ef6e-2a82-4e3a-97b0-ecc5895316f9,
消防与人防,实施意见,区级,黄浦区人民政府办公室印发《关于进一步加强本区城市公共消防安全工作的实施意见》的通知,黄府办发〔2024〕7号,上海市黄浦区人民政府办公室,2024-10-08,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0071::8a7dd76c-0964-44eb-9a94-587322f644ca,
消防与人防,通知公告,区级,上海市崇明区应急管理局关于印发本区突发事件人员转移安置和应急避难场所启用预案的通知,沪崇应急〔2024〕28号,上海市崇明区应急管理局,2024-08-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0085::test_e5096a2c-c8b3-47b3-9273-5ff89ecbb873,
消防与人防,通知公告,市级,关于印发《本市养老机构消防安全典型问题清单》推动积极整改的通知,沪民养老发〔2024〕11号,上海市民政局,2024-08-09,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0034::6e990173aca04412834ef89c007951c0,
消防与人防,规定,市级,关于印发《上海市重点地区人民防空工程统筹建设管理规定》的通知,沪国动规〔2024〕1号,上海市国防动员办公室,2024-07-03,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::2da5ce7e92df467089da954e28784c5a,docs/消防与人防/关于印发《上海市重点地区人民防空工程统筹建设管理规定》的通知.md
消防与人防,其他,市级,上海市人民政府办公厅关于进一步加强本市城市公共消防安全工作的意见,沪府办规〔2024〕6号,上海市人民政府办公厅,2024-06-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::87358dbfa32341c792f12ba3c85588b8,
消防与人防,规定,区级,关于全面贯彻落实《中小学校、幼儿园消防安全十项规定》的通知,闵教字〔2024〕105号,上海市闵行区教育局,2024-06-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0079::4e0d93ca-4eba-418b-9a16-e100051d7300,docs/消防与人防/关于全面贯彻落实《中小学校、幼儿园消防安全十项规定》的通知.md
消防与人防,通知公告,街镇级,关于印发《建设长寿路街道“微型消防站”的 项目方案》的通知,长街办〔2024〕22号,上海市普陀区人民政府长寿路街道办事处,2024-06-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0075::0075190270,
消防与人防,通知公告,市级,上海市应急管理局关于印发上海市突发事件人员转移安置和应急避难场所启用预案的通知,沪应急应对〔2024〕31号,上海市应急管理局,2024-04-17,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::97272e3f0e684857bb8b11a5d9c9a7ff,
消防与人防,通知公告,市级,上海市人民政府办公厅关于同意《上海市突发事件人员转移安置和应急避难场所启用预案》的通知,沪府办〔2024〕14号,上海市人民政府办公厅,2024-04-07,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::abd16120d5bf41f6a84304a30e8b4267,
消防与人防,通知公告,市级,关于印发《上海市既有建筑改造工程消防技术指南》的通知,沪建质安联〔2024〕37号,上海市住房和城乡建设管理委员会,2024-02-12,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::cd23fa61ae8140ecaefe3cc865ce46f4,
消防与人防,办法,市级,上海市应急管理局 上海市统计局 上海市公安局 上海市住房和城乡建设管理委员会 上海市交通委员会 上海市农业农村委员会 上海市卫生健康委员会 上海市市场监督管理局 上海市消防救援总队 上海海事局 上海铁路监管局 民航华东管理局关于印发上海市生产安全事故统计工作办法的通知,沪应急调查〔2024〕7号,上海市应急管理局,2024-01-23,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::bf791582a133444cb79d6c6a7b613367,docs/消防与人防/上海市应急管理局 上海市统计局 上海市公安局 上海市住房和城乡建设管理委员会 上海市交通委员会 上海.md
消防与人防,规定,区级,浦东新区人民政府关于印发《浦东新区人防工程管理若干规定》的通知,浦府管规〔2023〕6号,上海市浦东新区人民政府,2023-12-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0070::0070321504,docs/消防与人防/浦东新区人民政府关于印发《浦东新区人防工程管理若干规定》的通知.md
消防与人防,通知公告,市级,上海市消防救援总队关于印发《上海市消防安全重点单位界定标准》的通知,沪消规〔2023〕1号,上海市消防救援总队,2023-12-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::19205f6c7fbf45c5b679b345b95fdad3,
消防与人防,办法,区级,黄浦区人民政府关于印发修订后的《黄浦区退出序列公用人民防空工程隐患整治管理办法》的通知,黄府规〔2023〕7号,上海市黄浦区人民政府,2023-12-19,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0071::25562ed7-919d-4994-a85c-12e8e2dc66df,docs/消防与人防/黄浦区人民政府关于印发修订后的《黄浦区退出序列公用人民防空工程隐患整治管理办法》的通知.md
消防与人防,规定,市级,关于印发《上海市人民防空行业经营主体信用监管规定》的通知,沪国动规〔2023〕4号,上海市国防动员办公室,2023-12-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::601fccf5887c455a910a97dbe4bc5425,docs/消防与人防/关于印发《上海市人民防空行业经营主体信用监管规定》的通知.md
消防与人防,实施意见,市级,上海市人民政府办公厅印发《关于进一步加强本市消防基础设施建设的实施意见》的通知,沪府办规〔2023〕22号,上海市人民政府办公厅,2023-09-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::f8c790e9ecc448cd95b4773fdbbd8739,
消防与人防,实施意见,市级,关于印发《关于加强养老机构消防安全标准化管理的实施意见》的通知,沪民养老发〔2023〕11号,上海市民政局,2023-08-23,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0034::d31db2519b884e019f844030deb817a1,
消防与人防,通知公告,市级,上海市人民政府办公厅关于同意修订后的《上海市地下空间突发事件应急预案》的通知,沪府办〔2023〕11号,上海市人民政府,2023-03-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0001::971b0216c215429aa26a9266bfd0e94e,
消防与人防,办法,市级,市交通委、市发展改革委、市住房城乡建设管理委、市经济信息化委、市房屋管理局、市公安局、市消防救援总队关于印发《上海市居民小区电动汽车充电设施建设管理办法》的通知,沪交行规〔2023〕3号,上海市交通委员会,2023-04-12,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::7cf5ffbfd2fe4f04b36025bc2d484b80,docs/消防与人防/市交通委、市发展改革委、市住房城乡建设管理委、市经济信息化委、市房屋管理局、市公安局、市消防救援总队.md
消防与人防,实施意见,区级,关于印发《关于推进奉贤区文物建筑消防安全标准化建设工作的实施方案》的通知,沪奉文物〔2023〕8号,上海市奉贤区文化和旅游局,2023-04-12,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0084::0084i20230510-bb8z5qk0r1duzflpwh,
消防与人防,实施意见,区级,黄浦区人民政府办公室印发《黄浦区关于加强基层消防安全综合治理工作的实施意见》的通知,黄府办发〔2023〕5号,上海市黄浦区人民政府办公室,2023-03-13,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0071::3ad18cf5-28a2-47ca-b8ab-331f0c3508e6,
消防与人防,办法,市级,市交通委、市发展改革委、市道路运输局、 市公安局、市消防救援总队关于印发《上海市公共停车场（库）充电设施建设管理办法》的通知,沪交行规〔2023〕1号,上海市交通委员会,2023-02-15,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0010::352f94bfa17e47aa9b17da38e1458261,docs/消防与人防/市交通委、市发展改革委、市道路运输局、 市公安局、市消防救援总队关于印发《上海市公共停车场（库）充电.md
消防与人防,实施意见,区级,上海市崇明区人民政府办公室关于印发《关于切实加强本区基层消防安全综合治理建设工作的实施意见》的通知,沪崇府办发〔2023〕3号,上海市崇明区人民政府办公室,2023-01-13,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0085::79d03579-980f-4392-833e-9ca6f391aa53,
消防与人防,实施意见,区级,关于转发区消防救援支队制定的《杨浦区加强基层消防安全综合治理工作的实施意见》的通知,杨府办发〔2022〕12号,上海市杨浦区人民政府办公室,2022-11-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0077::007766345beb1856665c1d3217bdb40500a1,
消防与人防,审查与许可规则,市级,关于开展上海市宗教活动场所消防安全管理标准化达标验收工作的通知,沪民宗发〔2022〕45号,上海市民族和宗教事务局,2022-11-25,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0007::ad71715a27e14fc981d134cf8cefcb76,docs/消防与人防/关于开展上海市宗教活动场所消防安全管理标准化达标验收工作的通知.md
消防与人防,通知公告,市级,上海市生态环境局 上海市消防救援总队关于推动本市消防行业淘汰含PFOS泡沫产品的通知,沪环土〔2022〕200号,上海市生态环境局,2022-11-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0024::66114610d5664c0baa532bb30a5ae93b,
消防与人防,规定,市级,关于印发《上海市民防工程使用和维护管理规定》的通知,沪民防规〔2022〕1号,上海市民防办公室,2022-10-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::abdf24dc5b39422bbfa8a7953279c85b,docs/消防与人防/关于印发《上海市民防工程使用和维护管理规定》的通知.md
消防与人防,通知公告,市级,上海市消防救援总队关于提高本市建筑消防设施物联网系统联网质量的通知,沪消规〔2022〕2号,上海市消防救援总队,2022-10-13,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::57c42a232c444b728e27c98ea9ae7fcb,
消防与人防,通知公告,市级,关于印发《上海市公安局关于对部分消防安全违法行为实施处罚的裁量基准》的通知,沪公行规〔2022〕2号,上海市公安局,2022-08-02,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0033::GKXX-20220812083722941-12082,
消防与人防,实施意见,区级,上海市奉贤区人民政府办公室关于印发《奉贤区关于进一步推进应急避难场所建设的实施方案》的通知,沪奉府办发〔2022〕090号,上海市奉贤区人民政府,2022-08-04,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0084::00848d8b69608aca3c70fd9650f3031f9123,
消防与人防,实施意见,街镇级,关于印发《古美路街道加强独居老人消防安全工作实施方案》的通知,闵古办〔2022〕20号,上海市闵行区人民政府古美路街道办事处,2022-07-20,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0079::4CA63A12-3697-11ED-B24C-394F7B1B5E97,
消防与人防,实施意见,区级,上海市宝山区人民政府办公室转发区消防救援支队制订的《关于深化基层消防安全综合治理工作的实施意见》的通知,宝府办〔2022〕19号,上海市宝山区人民政府办公室,2022-07-10,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0078::3cd350ca-222b-4ea5-82df-4e61a46c53e8,
消防与人防,通知公告,市级,关于深刻汲取江苏镇江建筑工地“3·8”火灾事故教训进一步加强施工现场消防安全管理工作的通知,沪建质安〔2022〕159号,上海市住房和城乡建设管理委员会,2022-03-09,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::6503b352c05b4b92a269b52b55d4a663,
消防与人防,通知公告,市级,上海市市场监督管理局 上海市消防救援总队关于建立电动自行车火灾事故调查联动机制的通知,沪市监产质〔2022〕22号,上海市市场监督管理局,2022-01-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0019::2c9bf2f67e582626017e70f51ff46888,
消防与人防,通知公告,市级,上海市住房和城乡建设管理委员会关于批准发布《上海市民防工程概算定额（SHA7-21-2021）》和《上海市水利工程概算定额（SHR1-21-2021）》的通知,沪建标定〔2021〕497号,上海市住房和城乡建设管理委员会,2021-07-29,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::c94cfe73c31f458a8b3b388cb750d7b5,
消防与人防,实施意见,市级,上海市市场监督管理局关于深化本市电动自行车消防安全综合治理的实施意见,沪市监产质〔2021〕639号,上海市市场监督管理局,2021-12-20,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0019::2c9bf2f67dc7dcee017deb8e5fdf31dd,
消防与人防,办法,市级,上海市住房和城乡建设管理委员会关于延长《上海市市政（公路）公用设施抗震设防专项论证管理办法》有效期的通知,沪建法规〔2021〕832号,上海市住房和城乡建设管理委员会,2021-12-20,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::a18327ecf099411093d1934550252c51,docs/消防与人防/上海市住房和城乡建设管理委员会关于延长《上海市市政（公路）公用设施抗震设防专项论证管理办法》有效期的.md
消防与人防,审查与许可规则,市级,上海市住房和城乡建设管理委员会关于公布上海市超限高层建筑工程抗震设防审查专家委员会名单（2022-2026年）的通知,沪建综规〔2021〕801号,上海市住房和城乡建设管理委员会,2021-12-06,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0011::3ab057d967cf4c23ab14ca963f37be64,docs/消防与人防/上海市住房和城乡建设管理委员会关于公布上海市超限高层建筑工程抗震设防审查专家委员会名单（2022-2.md
消防与人防,规定,市级,关于印发《上海公安机关消防监督执法工作规定》的通知,沪公通字〔2021〕87号,上海市公安局,2021-09-26,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0033::GKXX-20211102094919777--2609,docs/消防与人防/关于印发《上海公安机关消防监督执法工作规定》的通知.md
消防与人防,实施细则,市级,关于印发《上海市民防工程使用备案管理实施细则》的通知,沪民防规〔2021〕5号,上海市民防办公室,2021-10-21,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0026::64084b123d8a4371b9ecaab3d4b16f9c,docs/消防与人防/关于印发《上海市民防工程使用备案管理实施细则》的通知.md
消防与人防,实施意见,市级,上海市安全生产委员会办公室印发关于推进上海市轨道交通车站与毗邻建筑消防安全“三联机制”工作的实施意见的通知,沪安委办〔2021〕30号,上海市安全生产委员会办公室,2021-09-14,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0037::5ed3785f3bb74af198a8e39b7e78de18,
消防与人防,通知公告,市级,关于印发《本市公安机关行使有关消防行政处罚权事项清单》的通知,沪公行规〔2021〕7号,上海市公安局,2021-08-27,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0033::GKXX-20210907084806321--5667,
消防与人防,规划与计划,区级,黄浦区人民政府办公室关于印发黄浦区消防事业发展“十四五”规划的通知,黄府办发〔2021〕21号,上海市黄浦区人民政府办公室,2021-06-28,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0071::7e5df959-8032-41b1-9778-760498b1ac71,
消防与人防,通知公告,市级,上海市消防救援总队关于本市公众聚集场所投入使用营业前消防安全分类分级检查实行告知承诺管理的通知,沪消规〔2021〕3号,上海市消防救援总队,2021-06-09,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/5b61c6917fac40fe9d080d621ca8be64::77c0fad5cad64671ac5db4361bba0cf4,
消防与人防,规划与计划,其他,关于印发《关于推进临港新片区民防工程统筹规划建设的实施意见（试行）》的通知,沪自贸临管委〔2021〕393号,中国（上海）自由贸易试验区临港新片区管理委员会,2021-05-17,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0058::00628d8602024fadb8a1312e3922b6b4,
消防与人防,技术规定与导则,其他,中国（上海）自由贸易试验区临港新片区管理委员会关于印发《临港新片区地下空间规划设计导则（试行）》的通知,沪自贸临管委〔2020〕922号,中国（上海）自由贸易试验区临港新片区管理委员会,2020-11-11,有效,统一政策发布平台,https://www.shanghai.gov.cn/zhengce/detail/0058::b88352e4c5524690b688dfbe255e3a16,docs/消防与人防/中国（上海）自由贸易试验区临港新片区管理委员会关于印发《临港新片区地下空间规划设计导则（试行）》的通.md
